Administrative,Product,Information,BounceRate,ExitRate,PageValue,VisitorType,Weekend,purchase
4,7,8,0.172919,0.238431,39.1453,Returning_Visitor,0,1
5,18,8,0.47492,0.423996,12.669,Returning_Visitor,1,0
5,14,1,0.886151,0.0140637,3.00142,Returning_Visitor,0,0
3,2,9,0.422063,0.702467,37.7493,Returning_Visitor,0,0
4,3,10,0.659745,0.387783,28.3099,New_Visitor,1,0
3,7,10,0.674087,0.0986211,112.621,Returning_Visitor,1,1
1,4,3,0.657993,0.290827,87.6719,Returning_Visitor,0,0
1,18,7,0.0774636,0.519818,34.9698,Returning_Visitor,0,0
5,10,4,0.917107,0.648368,15.6211,New_Visitor,1,0
0,3,3,0.197344,0.761805,28.4175,Returning_Visitor,0,0
4,17,0,0.00168544,0.379524,155.553,Returning_Visitor,1,1
0,5,2,0.484206,0.0630432,24.8541,Returning_Visitor,0,0
1,17,7,0.556835,0.0800256,92.8756,New_Visitor,0,1
5,0,5,0.848698,0.598009,29.6835,Returning_Visitor,0,0
1,2,8,0.756196,0.621617,34.0004,Returning_Visitor,0,0
3,18,9,0.570484,0.746375,32.5115,Returning_Visitor,1,0
3,9,3,0.90921,0.578391,43.9951,Returning_Visitor,1,1
1,6,8,0.0802613,0.774052,21.2755,Returning_Visitor,0,0
4,14,8,0.831654,0.0776256,28.5402,Returning_Visitor,1,0
2,8,10,0.0557792,0.0708616,2.10405,Returning_Visitor,1,1
2,9,5,0.370267,0.47387,28.9273,Returning_Visitor,0,0
5,2,9,0.818723,0.134734,108.455,Returning_Visitor,1,0
2,18,6,0.176133,0.38167,26.1764,Returning_Visitor,0,1
3,6,6,0.770952,0.313771,9.71094,New_Visitor,0,0
3,3,8,0.940888,0.922185,35.3858,Returning_Visitor,0,0
5,10,5,0.291448,0.00903376,6.553,Returning_Visitor,0,0
3,20,10,0.742543,0.995729,38.4445,Returning_Visitor,0,0
1,7,0,0.11792,0.710184,155.973,New_Visitor,1,0
3,13,1,0.186262,0.407818,2.16788,Returning_Visitor,1,0
2,8,5,0.230737,0.15906,89.4688,New_Visitor,1,1
2,18,8,0.519974,0.55768,13.4274,Returning_Visitor,1,1
2,6,2,0.155259,0.181583,1.57729,Returning_Visitor,1,1
3,9,8,0.832455,0.295471,58.6131,Returning_Visitor,1,0
1,5,4,0.497619,0.296236,2.52094,New_Visitor,0,0
1,17,10,0.0675365,0.866752,31.7799,Returning_Visitor,1,1
5,14,7,0.668833,0.691042,8.07859,Returning_Visitor,0,1
4,20,0,0.674921,0.774647,108.924,Returning_Visitor,0,0
5,9,4,0.900086,0.493705,35.1345,Returning_Visitor,1,1
5,16,9,0.0920015,0.846641,26.1711,New_Visitor,1,0
4,9,5,0.169329,0.837619,6.63435,Returning_Visitor,0,1
1,11,5,0.888526,0.796847,63.4108,Returning_Visitor,0,0
4,9,6,0.439401,0.150367,30.7402,Returning_Visitor,1,0
5,20,7,0.743526,0.49367,8.10792,Returning_Visitor,0,0
3,12,9,0.900142,0.797354,48.1372,Returning_Visitor,1,0
2,0,2,0.968246,0.136409,38.1544,Returning_Visitor,1,0
1,0,7,0.278089,0.574495,44.1034,Returning_Visitor,1,1
2,10,9,0.0419707,0.17642,49.9065,New_Visitor,0,0
5,19,3,0.623224,0.524697,81.1558,Returning_Visitor,0,1
0,9,0,0.133075,0.78118,22.1114,New_Visitor,1,0
5,13,6,0.0155854,0.775402,10.8028,New_Visitor,1,0
3,9,9,0.886556,0.159075,23.2836,Returning_Visitor,0,0
2,11,1,0.972898,0.684371,55.8091,Returning_Visitor,0,0
0,1,3,0.536412,0.992745,51.8401,Returning_Visitor,0,0
2,4,8,0.955927,0.0922431,12.348,New_Visitor,1,0
2,1,3,0.943508,0.374671,6.86893,New_Visitor,0,0
2,18,1,0.406799,0.631473,11.6268,Returning_Visitor,0,0
